Date,Time,node_id,ac_power,apparant_power,dc_bus_voltage,dc_current,dc_power,dc_power_smb,efficiency,energy,energy_5min,energy_today,grid_curnt_1,grid_curnt_2,grid_curnt_3,grid_down,grid_frequency,grid_voltage_v12,grid_voltage_v23,grid_voltage_v31,inv_down,inv_temp,inverter_loss,pf,reactive_power,alarm/01,alarm/02,alarm/03,alarm/04,alarm/05,alarm/06,alarm/07,alarm/08,alarm/09,alarm/10,alarm/11,alarm/12,dc_bus_voltages/0,dc_bus_voltages/1,dc_bus_voltages/2,dc_bus_voltages/3,dc_bus_voltages/4,dc_bus_voltages/5,dc_bus_voltages/6,dc_bus_voltages/7,dc_bus_voltages/8,dc_bus_voltages/9,dc_bus_voltages/10,dc_bus_voltages/11,dc_bus_voltages/12,dc_bus_voltages/13,dc_bus_voltages/14,dc_bus_voltages/15,dc_bus_voltages/16,dc_bus_voltages/17,dc_bus_voltages/18,dc_bus_voltages/19,dc_currents/0,dc_currents/1,dc_currents/2,dc_currents/3,dc_currents/4,dc_currents/5,dc_currents/6,dc_currents/7,dc_currents/8,dc_currents/9,dc_currents/10,dc_currents/11,dc_currents/12,dc_currents/13,dc_currents/14,dc_currents/15,dc_currents/16,dc_currents/17,dc_currents/18,dc_currents/19,mppt_currents/0,mppt_currents/1,mppt_currents/2,mppt_currents/3,mppt_currents/4,mppt_currents/5,mppt_currents/6,mppt_currents/7,mppt_currents/8,mppt_currents/9,mppt_powers/0,mppt_powers/1,mppt_powers/2,mppt_powers/3,mppt_powers/4,mppt_powers/5,mppt_powers/6,mppt_powers/7,mppt_powers/8,mppt_powers/9,mppt_voltages/0,mppt_voltages/1,mppt_voltages/2,mppt_voltages/3,mppt_voltages/4,mppt_voltages/5,mppt_voltages/6,mppt_voltages/7,mppt_voltages/8,mppt_voltages/9,ac_power_set,pf_set,power_limit_flag
2023/02/07,13:10:00,8,46.24,46.22,693.4,79.8,48.29,,95.75,193950.0,0.9,199.5,61.6,61.9,62.0,0,49.97,249.3,250.0,249.3,0,65.8,2.05,1.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,610.9,597.4,608.7,603.5,,,,,,,,,,,,,,,,,20.2,20.1,19.7,19.8,,,,,,,,,,,,,,,,,20.2,20.1,19.7,19.8,,,,,,,12.34,12.01,11.99,11.95,,,,,,,610.9,597.4,608.7,603.5,,,,,,,61.83,1.0,0
2023/02/07,13:11:00,8,45.4,45.39,694.0,78.3,47.46,,95.66,193951.0,0.8,200.3,60.3,60.6,61.2,0,49.95,249.6,250.2,249.7,0,65.1,2.06,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,613.4,600.4,604.4,606.5,,,,,,,,,,,,,,,,,19.7,19.7,19.5,19.4,,,,,,,,,,,,,,,,,19.7,19.7,19.5,19.4,,,,,,,12.08,11.83,11.79,11.77,,,,,,,613.4,600.4,604.4,606.5,,,,,,,63.04,1.0,0
2023/02/07,13:12:00,8,44.52,44.5,695.2,76.7,46.53,,95.68,193951.0,0.7,201.0,59.1,59.4,59.5,0,49.95,249.2,250.0,249.8,0,65.0,2.01,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,613.9,600.8,604.5,607.5,,,,,,,,,,,,,,,,,19.3,19.4,19.1,18.9,,,,,,,,,,,,,,,,,19.3,19.4,19.1,18.9,,,,,,,11.85,11.66,11.55,11.48,,,,,,,613.9,600.8,604.5,607.5,,,,,,,58.96,1.0,0
2023/02/07,13:13:00,8,44.66,44.64,694.3,77.0,46.58,,95.88,193952.0,0.8,201.8,59.4,59.6,59.8,0,49.94,249.1,249.7,249.2,0,65.2,1.92,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,607.3,601.1,604.4,606.9,,,,,,,,,,,,,,,,,19.6,19.3,19.2,18.9,,,,,,,,,,,,,,,,,19.6,19.3,19.2,18.9,,,,,,,11.9,11.6,11.6,11.47,,,,,,,607.3,601.1,604.4,606.9,,,,,,,60.03,1.0,0
2023/02/07,13:14:00,8,44.69,44.68,696.9,76.5,46.72,,95.65,193953.0,0.6,202.4,59.4,59.4,59.5,0,49.93,250.0,250.3,249.8,0,65.4,2.03,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,607.4,608.8,612.2,614.8,,,,,,,,,,,,,,,,,19.6,19.2,19.0,18.7,,,,,,,,,,,,,,,,,19.6,19.2,19.0,18.7,,,,,,,11.91,11.69,11.63,11.5,,,,,,,607.4,608.8,612.2,614.8,,,,,,,62.0,1.0,0
2023/02/07,13:15:00,8,45.27,45.26,695.8,77.4,47.26,,95.79,193954.0,0.8,203.2,59.9,60.2,60.7,0,49.95,249.9,250.2,249.9,0,65.9,1.99,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,614.8,608.2,605.0,614.5,,,,,,,,,,,,,,,,,19.6,19.4,19.4,19.0,,,,,,,,,,,,,,,,,19.6,19.4,19.4,19.0,,,,,,,12.05,11.8,11.74,11.68,,,,,,,614.8,608.2,605.0,614.5,,,,,,,59.47,1.0,0
2023/02/07,13:16:00,8,45.6,45.58,690.5,78.0,47.5,,96.0,193954.0,0.8,204.0,60.9,61.2,61.2,0,49.99,247.5,248.4,248.2,0,66.2,1.9,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,614.8,608.3,605.0,607.8,,,,,,,,,,,,,,,,,19.7,19.5,19.5,19.3,,,,,,,,,,,,,,,,,19.7,19.5,19.5,19.3,,,,,,,12.11,11.86,11.8,11.73,,,,,,,614.8,608.3,605.0,607.8,,,,,,,60.52,1.0,0
2023/02/07,13:17:00,8,45.63,45.61,694.0,77.9,47.58,,95.9,193955.0,0.8,204.8,60.3,61.1,61.3,0,50.01,249.1,249.5,249.3,0,66.4,1.95,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,607.5,608.8,612.3,614.9,,,,,,,,,,,,,,,,,19.9,19.5,19.4,19.1,,,,,,,,,,,,,,,,,19.9,19.5,19.4,19.1,,,,,,,12.09,11.87,11.88,11.74,,,,,,,607.5,608.8,612.3,614.9,,,,,,,63.45,1.0,0
2023/02/07,13:18:00,8,45.82,45.81,691.4,77.7,47.77,,95.92,193956.0,0.7,205.5,61.3,61.5,61.6,0,50.03,248.0,248.8,248.1,0,66.5,1.95,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,622.1,609.3,612.4,615.2,,,,,,,,,,,,,,,,,19.5,19.6,19.4,19.2,,,,,,,,,,,,,,,,,19.5,19.6,19.4,19.2,,,,,,,12.13,11.94,11.88,11.81,,,,,,,622.1,609.3,612.4,615.2,,,,,,,61.3,1.0,0
2023/02/07,13:19:00,8,45.89,45.87,692.5,77.9,47.85,,95.9,193957.0,0.7,206.2,61.2,61.2,61.3,0,50.05,248.4,249.2,248.3,0,66.0,1.96,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,618.5,611.9,608.7,617.9,,,,,,,,,,,,,,,,,19.7,19.5,19.6,19.1,,,,,,,,,,,,,,,,,19.7,19.5,19.6,19.1,,,,,,,12.18,11.93,11.93,11.8,,,,,,,618.5,611.9,608.7,617.9,,,,,,,63.0,1.0,0
